Year,LocationAbbr,LocationDesc,Question,Category,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Response,DataValueType,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,WeightedNumber,FootnoteText,Url,FootnoteType
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,Yes,Age-adjusted Prevalence,37.3,,,35.7,38.9,5239637,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,Yes,Age-adjusted Prevalence,40.2,,,38.5,42,5290918,,,
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Status,No Disability,,,Yes,Age-adjusted Prevalence,26.2,,,25.8,26.5,41166112,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Status,No Disability,,,Yes,Age-adjusted Prevalence,26.8,,,26.4,27.1,43254413,,,
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Status,Any Disability,,,No,Age-adjusted Prevalence,63.5,,,62.9,64.1,33408251,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Status,Any Disability,,,No,Age-adjusted Prevalence,61.9,,,61.2,62.6,31744134,,,
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,No,Age-adjusted Prevalence,60.6,,,59.7,61.5,13984075,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,No,Age-adjusted Prevalence,59.6,,,58.6,60.5,13262312,,,
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,No,Age-adjusted Prevalence,62.9,,,61.3,64.5,7461198,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,No,Age-adjusted Prevalence,61.2,,,59.3,63,6997619,,,
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,No,Age-adjusted Prevalence,56.9,,,55.6,58.2,15328975,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,No,Age-adjusted Prevalence,56.4,,,55.1,57.8,15498098,,,
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,62.7,,,61.1,64.3,6202091,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,59.8,,,58,61.5,5655270,,,
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Status,No Disability,,,No,Age-adjusted Prevalence,73.8,,,73.5,74.2,109559472,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Status,No Disability,,,No,Age-adjusted Prevalence,73.2,,,72.9,73.6,111629619,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,1-6 Hours,Age-adjusted Prevalence,45.6,,,44.7,46.5,26813263,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,1-6 Hours,Age-adjusted Prevalence,47.9,,,47.2,48.7,29580073,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,1-6 Hours,Age-adjusted Prevalence,46.6,,,45.9,47.3,26822807,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,1-6 Hours,Age-adjusted Prevalence,48.6,,,47.5,49.8,12578394,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,1-6 Hours,Age-adjusted Prevalence,51.3,,,50.3,52.2,14195835,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,1-6 Hours,Age-adjusted Prevalence,50.3,,,49.3,51.2,12885570,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,1-6 Hours,Age-adjusted Prevalence,47,,,44.9,49.1,6079984,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,1-6 Hours,Age-adjusted Prevalence,48.7,,,46.7,50.7,6395032,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,1-6 Hours,Age-adjusted Prevalence,45.9,,,44.1,47.7,5502290,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,1-6 Hours,Age-adjusted Prevalence,51.5,,,49.7,53.2,13441106,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,1-6 Hours,Age-adjusted Prevalence,52.1,,,50.8,53.3,15340931,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,1-6 Hours,Age-adjusted Prevalence,52.5,,,51.3,53.7,15096224,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,1-6 Hours,Age-adjusted Prevalence,46.3,,,44.2,48.4,5600349,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,1-6 Hours,Age-adjusted Prevalence,48,,,46.3,49.8,5996788,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,1-6 Hours,Age-adjusted Prevalence,48,,,46.2,49.8,5274419,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,1-6 Hours,Age-adjusted Prevalence,29.6,,,29.2,30,53123231,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,1-6 Hours,Age-adjusted Prevalence,32.5,,,32.1,32.8,57843260,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,1-6 Hours,Age-adjusted Prevalence,31.4,,,31.1,31.8,56286601,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,7-9 Hours,Age-adjusted Prevalence,47.9,,,47.1,48.8,31853801,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,7-9 Hours,Age-adjusted Prevalence,45.9,,,45.2,46.7,32146766,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,7-9 Hours,Age-adjusted Prevalence,47.1,,,46.4,47.9,30287842,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,7-9 Hours,Age-adjusted Prevalence,43.3,,,42.1,44.5,11274777,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,7-9 Hours,Age-adjusted Prevalence,41.2,,,40.2,42.2,11466528,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,7-9 Hours,Age-adjusted Prevalence,42.1,,,41.1,43,10661011,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,7-9 Hours,Age-adjusted Prevalence,48,,,46,50.1,8729687,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,7-9 Hours,Age-adjusted Prevalence,45.9,,,44,47.8,8740679,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,7-9 Hours,Age-adjusted Prevalence,48.4,,,46.5,50.2,7543891,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,7-9 Hours,Age-adjusted Prevalence,41.2,,,39.5,42.8,14065084,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,7-9 Hours,Age-adjusted Prevalence,40.6,,,39.4,41.9,15223969,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,7-9 Hours,Age-adjusted Prevalence,40.7,,,39.5,41.8,15009064,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,7-9 Hours,Age-adjusted Prevalence,47,,,44.9,49.1,5928106,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,7-9 Hours,Age-adjusted Prevalence,44.9,,,43.1,46.7,5890473,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,7-9 Hours,Age-adjusted Prevalence,45.3,,,43.6,47.1,5141303,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,7-9 Hours,Age-adjusted Prevalence,67.9,,,67.5,68.4,122459988,,,
2018,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,7-9 Hours,Age-adjusted Prevalence,65.3,,,64.9,65.7,116153595,,,
2016,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,7-9 Hours,Age-adjusted Prevalence,66.3,,,65.9,66.6,118276492,,,
2020,US,"United States, DC & Territories",Average hours of sleep in a 24-hour period among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,10+ Hours,Age-adjusted Prevalence,6.5,,,6,6.9,4385056,,,
